generation,individual_id,Gap,Polearc,Mag_th,Bs0,AvgTorque,TorqueRipple,AvgEfficiency,is_valid
2,11,0.78635,0.677384,3.466805,2.87681,4.35339967662881,41.184439500357925,92.5646206915268,1
2,12,0.68091,0.662415,4.339451,3.267551,4.35323618049793,66.76624273271042,93.5221609475107,1
2,13,0.78635,0.677384,3.438143,2.87681,4.34761094929404,41.06996729954936,92.5091431613586,1
2,14,0.668589,0.65393,3.993218,1.597891,4.28209481221767,55.51819180986887,92.8729485764342,1
2,15,0.745528,0.680812,3.844754,2.128882,4.26351775807801,53.453826096984216,93.3525231773021,1
2,16,0.93404,0.74284,3.793775,1.578391,4.25984104439214,23.94624161326164,92.3605419090761,1
2,17,0.728887,0.687756,4.490319,3.264194,4.23157245527846,66.33664278635159,93.6268490430243,1
2,18,0.843834,0.729285,3.875744,2.132919,4.16240133693316,37.13144812491129,92.8709094339968,1
2,19,0.842747,0.729285,3.875744,1.530471,4.16056648730738,23.51658546270203,93.0252221126345,1
2,20,0.668589,0.678415,3.993218,2.932367,4.14151510082185,54.80371486268072,93.6711259604981,1
2,21,0.866912,0.735875,3.159543,1.739497,4.10316954613112,18.688185420662997,91.5895366800031,1
